;data_inversa;;;;;;;;;;;;;;;;;mortos
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;1
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;1
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;1
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;1
;2018-01-01;;;;;;;;;;;;;;;;;1
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-01;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;4
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;3
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;2
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;3
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;0
;2018-01-02;;;;;;;;;;;;;;;;;1
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;1
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;1
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;1
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
;2018-01-03;;;;;;;;;;;;;;;;;0
